timestamp,serial,city,location_id,temperature,weather,aqi,pollutant
"2024-02-04 12:48:06,359","0,52536",海淀,101010200,0°C,阴,108,PM2.5
"2024-02-04 13:48:08,789","0,53763",海淀,101010200,1°C,阴,107,PM2.5
"2024-02-04 14:48:10,999","0,55024",海淀,101010200,1°C,阴,107,PM2.5
"2024-02-04 15:48:14,062","0,56296",海淀,101010200,1°C,阴,107,PM2.5
"2024-02-04 16:48:15,417","0,57550",海淀,101010200,1°C,阴,105,PM2.5
"2024-02-04 17:48:18,153","0,58816",海淀,101010200,0°C,阴,115,PM2.5
"2024-02-04 18:48:20,040","1,52",海淀,101010200,-1°C,多云,122,PM2.5
"2024-02-04 19:48:21,496","1,1263",海淀,101010200,-1°C,多云,135,PM2.5
"2024-02-04 20:48:24,142","1,2476",海淀,101010200,-1°C,多云,138,PM2.5
"2024-02-04 21:48:29,981","1,3833",海淀,101010200,-2°C,多云,138,PM2.5
"2024-02-04 22:48:33,506","1,5198",海淀,101010200,-2°C,多云,125,PM2.5
"2024-02-04 23:48:36,955","1,6491",海淀,101010200,-2°C,多云,125,PM2.5
"2024-02-05 00:48:38,394","1,8320",海淀,101010200,-2°C,多云,120,PM2.5
"2024-02-05 01:48:39,718","1,10619",海淀,101010200,-2°C,多云,118,PM2.5
"2024-02-05 02:48:41,409","1,13298",海淀,101010200,-2°C,多云,125,PM2.5
"2024-02-05 03:48:43,333","1,15876",海淀,101010200,-2°C,多云,128,PM2.5
"2024-02-05 04:48:47,723","1,18311",海淀,101010200,-2°C,多云,119,PM2.5
"2024-02-05 05:48:49,162","1,20531",海淀,101010200,-2°C,阴,112,PM2.5
"2024-02-05 06:48:50,839","1,22317",海淀,101010200,-2°C,阴,109,PM2.5
"2024-02-05 07:48:58,398","1,23685",海淀,101010200,-4°C,阴,103,PM2.5
"2024-02-05 08:49:00,292","1,24893",海淀,101010200,-4°C,阴,98,PM2.5
"2024-02-05 09:49:03,323","1,26046",海淀,101010200,0°C,阴,102,PM2.5
"2024-02-05 10:49:09,094","1,27167",海淀,101010200,2°C,阴,110,PM2.5
"2024-02-05 11:49:10,785","1,28268",海淀,101010200,3°C,多云,113,PM2.5
"2024-02-05 12:49:16,373","1,29245",海淀,101010200,4°C,多云,79,PM2.5
"2024-02-05 13:49:20,930","1,30257",海淀,101010200,5°C,多云,62,PM2.5
"2024-02-05 14:49:24,435","1,31243",海淀,101010200,5°C,多云,62,PM2.5
"2024-02-05 15:49:33,821","1,32299",海淀,101010200,4°C,多云,74,PM2.5
"2024-02-05 16:49:40,025","1,33410",海淀,101010200,3°C,多云,75,PM2.5
"2024-02-05 17:49:44,641","1,34538",海淀,101010200,3°C,多云,75,PM2.5
"2024-02-05 18:49:46,758","1,35589",海淀,101010200,1°C,晴,74,PM2.5
"2024-02-05 19:49:49,092","1,36593",海淀,101010200,1°C,晴,74,PM2.5
"2024-02-05 20:49:54,304","1,37663",海淀,101010200,1°C,晴,64,PM2.5
"2024-02-05 21:49:58,570","1,38724",海淀,101010200,1°C,晴,63,PM2.5
"2024-02-05 22:50:01,790","1,39855",海淀,101010200,-1°C,多云,77,PM2.5
"2024-02-05 23:50:03,350","1,40972",海淀,101010200,-4°C,多云,84,PM2.5
"2024-02-06 00:50:07,946","1,42260",海淀,101010200,-5°C,多云,88,PM2.5
"2024-02-06 01:50:09,589","1,43586",海淀,101010200,-5°C,多云,90,PM2.5
"2024-02-06 02:50:18,614","1,45041",海淀,101010200,-6°C,多云,94,PM2.5
"2024-02-06 03:50:19,771","1,46462",海淀,101010200,-6°C,多云,98,PM2.5
"2024-02-06 04:50:30,733","1,48109",海淀,101010200,-5°C,阴,97,PM2.5
"2024-02-06 05:50:35,538","1,49647",海淀,101010200,-5°C,阴,93,PM2.5
"2024-02-06 06:50:38,524","1,51437",海淀,101010200,-4°C,晴,87,PM2.5
"2024-02-06 07:50:41,421","1,53102",海淀,101010200,-4°C,晴,88,PM2.5
"2024-02-06 08:50:47,048","1,54509",海淀,101010200,-5°C,多云,84,PM2.5
"2024-02-06 09:50:49,127","1,55637",海淀,101010200,1°C,晴,53,PM2.5
"2024-02-06 10:50:49,996","1,56763",海淀,101010200,3°C,晴,26,NA
"2024-02-06 11:50:51,230","1,57833",海淀,101010200,3°C,晴,23,NA
"2024-02-06 12:50:56,630","1,58873",海淀,101010200,3°C,晴,24,NA
"2024-02-06 13:51:00,214","1,59897",海淀,101010200,5°C,晴,25,NA
"2024-02-06 14:51:02,548","2,1027",海淀,101010200,4°C,晴,26,NA
"2024-02-06 15:51:05,156","2,2180",海淀,101010200,4°C,晴,26,NA
"2024-02-06 16:51:07,186","2,3370",海淀,101010200,3°C,晴,26,NA
"2024-02-06 17:51:08,455","2,4568",海淀,101010200,3°C,晴,27,NA
"2024-02-06 18:51:13,372","2,5765",海淀,101010200,1°C,晴,25,NA
"2024-02-06 19:51:16,012","2,7085",海淀,101010200,0°C,晴,24,NA
"2024-02-06 20:51:17,186","2,8352",海淀,101010200,-1°C,晴,24,NA
"2024-02-06 21:51:21,778","2,9755",海淀,101010200,-1°C,晴,24,NA
"2024-02-06 22:51:35,652","2,11279",海淀,101010200,-1°C,晴,24,NA
"2024-02-06 23:51:37,364","2,12446",海淀,101010200,-2°C,晴,23,NA
"2024-02-07 00:51:38,432","2,13796",海淀,101010200,-1°C,晴,24,NA
"2024-02-07 01:51:40,433","2,15384",海淀,101010200,-1°C,晴,23,NA
"2024-02-07 02:51:42,562","2,17305",海淀,101010200,-2°C,晴,23,NA
"2024-02-07 03:51:44,405","2,19231",海淀,101010200,-2°C,晴,23,NA
"2024-02-07 04:51:51,904","2,21141",海淀,101010200,-2°C,晴,23,NA
"2024-02-07 05:51:53,456","2,22920",海淀,101010200,-2°C,晴,23,NA
"2024-02-07 06:51:56,387","2,25079",海淀,101010200,-2°C,晴,23,NA
"2024-02-07 07:51:57,648","2,27004",海淀,101010200,-4°C,晴,24,NA
"2024-02-07 08:51:58,829","2,28366",海淀,101010200,-4°C,晴,26,NA
"2024-02-07 09:52:02,829","2,29684",海淀,101010200,0°C,晴,28,NA
"2024-02-07 10:52:07,912","2,30859",海淀,101010200,2°C,晴,28,NA
"2024-02-07 11:52:13,306","2,31939",海淀,101010200,3°C,晴,26,NA
"2024-02-07 12:52:15,423","2,32968",海淀,101010200,4°C,晴,26,NA
"2024-02-07 13:52:17,025","2,34016",海淀,101010200,5°C,晴,27,NA
"2024-02-07 14:52:20,990","2,35311",海淀,101010200,6°C,晴,27,NA
"2024-02-07 15:52:24,858","2,36689",海淀,101010200,6°C,晴,28,NA
"2024-02-07 16:52:26,446","2,38201",海淀,101010200,6°C,晴,28,NA
"2024-02-07 17:52:32,423","2,39676",海淀,101010200,5°C,晴,27,NA
"2024-02-07 18:52:34,476","2,41040",海淀,101010200,0°C,晴,30,NA
"2024-02-07 19:52:37,473","2,42574",海淀,101010200,-1°C,晴,50,NA
"2024-02-07 20:52:39,367","2,44168",海淀,101010200,-2°C,晴,61,PM10
"2024-02-07 21:52:43,365","2,45901",海淀,101010200,-4°C,晴,59,PM2.5
"2024-02-07 22:52:45,239","2,47642",海淀,101010200,-4°C,晴,34,NA
"2024-02-07 23:52:49,007","2,49341",海淀,101010200,-2°C,晴,26,NA
"2024-02-08 00:52:51,372","2,51120",海淀,101010200,-2°C,晴,22,NA
"2024-02-08 01:52:53,017","2,53112",海淀,101010200,0°C,晴,22,NA
"2024-02-08 02:52:55,267","2,55269",海淀,101010200,-1°C,晴,24,NA
"2024-02-08 03:52:56,269","2,57491",海淀,101010200,-4°C,晴,23,NA
"2024-02-08 04:52:57,381","2,58725",海淀,101010200,-6°C,晴,23,NA
"2024-02-08 05:52:59,139","2,59834",海淀,101010200,-6°C,晴,23,NA
"2024-02-08 06:53:05,753","3,1034",海淀,101010200,-5°C,多云,21,NA
"2024-02-08 07:53:09,320","3,2116",海淀,101010200,-5°C,多云,20,NA
"2024-02-08 08:53:12,019","3,3134",海淀,101010200,-2°C,多云,19,NA
"2024-02-08 09:53:15,534","3,4137",海淀,101010200,0°C,多云,20,NA
"2024-02-08 10:53:19,933","3,5135",海淀,101010200,3°C,晴,22,NA
"2024-02-08 11:53:25,683","3,6139",海淀,101010200,4°C,晴,24,NA
"2024-02-08 12:53:27,170","3,7154",海淀,101010200,5°C,晴,25,NA
"2024-02-08 13:53:29,337","3,8177",海淀,101010200,6°C,晴,26,NA
"2024-02-08 14:53:32,361","3,9157",海淀,101010200,6°C,晴,27,NA
"2024-02-08 15:53:33,635","3,10251",海淀,101010200,6°C,晴,27,NA
"2024-02-08 16:53:34,490","3,11347",海淀,101010200,5°C,晴,27,NA
"2024-02-08 17:53:41,839","3,12437",海淀,101010200,5°C,晴,25,NA
"2024-02-08 18:53:54,018","3,13572",海淀,101010200,3°C,晴,32,NA
"2024-02-08 19:53:58,075","3,14693",海淀,101010200,3°C,晴,51,PM10
"2024-02-08 20:54:00,878","3,15855",海淀,101010200,2°C,晴,58,PM2.5
"2024-02-08 21:54:17,612","3,17057",海淀,101010200,-1°C,晴,69,PM2.5
"2024-02-08 22:54:23,336","3,18263",海淀,101010200,-2°C,晴,78,PM2.5
"2024-02-08 23:54:25,258","3,19496",海淀,101010200,-4°C,晴,79,PM2.5
"2024-02-09 00:54:26,978","3,20714",海淀,101010200,-5°C,晴,75,PM2.5
"2024-02-09 01:54:30,234","3,21858",海淀,101010200,-5°C,晴,69,PM2.5
"2024-02-09 02:54:34,488","3,23139",海淀,101010200,-5°C,晴,65,PM2.5
"2024-02-09 03:54:36,714","3,24569",海淀,101010200,-5°C,晴,63,PM2.5
"2024-02-09 04:54:42,650","3,25866",海淀,101010200,-5°C,晴,55,PM2.5
"2024-02-09 05:54:44,270","3,27119",海淀,101010200,-5°C,晴,57,PM2.5
"2024-02-09 06:54:46,004","3,28582",海淀,101010200,-5°C,晴,60,PM2.5
"2024-02-09 07:54:47,668","3,29882",海淀,101010200,-5°C,晴,59,PM2.5
"2024-02-09 08:54:49,287","3,31051",海淀,101010200,-2°C,晴,53,PM2.5
"2024-02-09 09:54:54,161","3,32095",海淀,101010200,1°C,晴,57,PM2.5
"2024-02-09 10:54:55,866","3,33187",海淀,101010200,3°C,晴,70,PM2.5
"2024-02-09 11:54:57,877","3,34269",海淀,101010200,5°C,晴,78,PM2.5
"2024-02-09 12:54:58,938","3,35268",海淀,101010200,7°C,晴,80,PM2.5
"2024-02-09 13:55:06,179","3,36295",海淀,101010200,9°C,晴,82,PM2.5
"2024-02-09 14:55:10,269","3,37370",海淀,101010200,9°C,晴,78,PM2.5
"2024-02-09 15:55:26,389","3,38601",海淀,101010200,8°C,晴,67,PM2.5
"2024-02-09 16:55:28,287","3,39776",海淀,101010200,7°C,晴,51,PM10
"2024-02-09 17:55:37,286","3,40998",海淀,101010200,6°C,晴,49,NA
"2024-02-09 18:55:43,631","3,42339",海淀,101010200,5°C,晴,43,NA
"2024-02-09 19:55:50,085","3,43681",海淀,101010200,4°C,晴,29,NA
"2024-02-09 20:55:54,430","3,44900",海淀,101010200,3°C,晴,35,NA
"2024-02-09 21:55:57,214","3,46196",海淀,101010200,0°C,晴,26,NA
"2024-02-09 22:56:04,925","3,47593",海淀,101010200,-1°C,晴,25,NA
"2024-02-09 23:56:06,284","3,48860",海淀,101010200,-2°C,晴,24,NA
"2024-02-10 00:56:08,102","3,50049",海淀,101010200,-4°C,晴,24,NA
"2024-02-10 01:56:09,393","3,51336",海淀,101010200,0°C,晴,23,NA
"2024-02-10 02:56:14,004","3,52820",海淀,101010200,-2°C,晴,24,NA
"2024-02-10 03:56:16,595","3,54198",海淀,101010200,-4°C,晴,26,NA
"2024-02-10 04:56:18,958","3,55612",海淀,101010200,-4°C,晴,30,NA
"2024-02-10 05:56:20,451","3,57008",海淀,101010200,-4°C,晴,28,NA
"2024-02-10 06:56:21,929","3,58653",海淀,101010200,-4°C,晴,25,NA
"2024-02-10 07:56:25,501","4,489",海淀,101010200,-5°C,晴,24,NA
"2024-02-10 08:56:27,647","4,1868",海淀,101010200,-4°C,晴,25,NA
"2024-02-10 09:56:29,364","4,2957",海淀,101010200,0°C,晴,26,NA
"2024-02-10 10:56:37,480","4,3977",海淀,101010200,2°C,晴,28,NA
"2024-02-10 11:56:49,096","4,4990",海淀,101010200,3°C,晴,31,NA
"2024-02-10 12:56:54,515","4,5975",海淀,101010200,5°C,晴,33,NA
"2024-02-10 13:56:59,013","4,7015",海淀,101010200,6°C,晴,34,NA
"2024-02-10 14:57:02,719","4,8138",海淀,101010200,7°C,晴,34,NA
"2024-02-10 15:57:06,002","4,9363",海淀,101010200,7°C,晴,36,NA
"2024-02-10 16:57:08,079","4,10432",海淀,101010200,6°C,晴,36,NA
"2024-02-10 17:57:16,043","4,11534",海淀,101010200,4°C,晴,45,NA
"2024-02-10 18:57:19,897","4,12634",海淀,101010200,3°C,晴,56,PM10
"2024-02-10 19:57:35,463","4,13674",海淀,101010200,2°C,晴,74,PM2.5
"2024-02-10 20:57:39,666","4,14827",海淀,101010200,0°C,晴,79,PM2.5
"2024-02-10 21:57:42,088","4,15920",海淀,101010200,-1°C,晴,77,PM2.5
"2024-02-10 22:57:45,325","4,17044",海淀,101010200,0°C,晴,80,PM2.5
"2024-02-10 23:57:47,975","4,18099",海淀,101010200,-1°C,晴,82,PM2.5
"2024-02-11 00:57:49,182","4,19133",海淀,101010200,-2°C,晴,85,PM2.5
"2024-02-11 01:57:51,784","4,20097",海淀,101010200,-4°C,晴,90,PM2.5
"2024-02-11 02:57:55,260","4,21143",海淀,101010200,-4°C,晴,93,PM2.5
"2024-02-11 03:57:59,660","4,22186",海淀,101010200,-4°C,晴,95,PM2.5
"2024-02-11 04:58:06,434","4,23285",海淀,101010200,-3°C,晴,103,PM2.5
"2024-02-11 05:58:08,445","4,24275",海淀,101010200,-4°C,晴,107,PM2.5
"2024-02-11 06:58:14,728","4,25328",海淀,101010200,-4°C,多云,108,PM2.5
"2024-02-11 07:58:20,116","4,26418",海淀,101010200,-4°C,多云,105,PM2.5
"2024-02-11 08:58:30,726","4,27430",海淀,101010200,-2°C,多云,97,PM2.5
"2024-02-11 09:58:35,827","4,28417",海淀,101010200,0°C,多云,89,PM2.5
"2024-02-11 10:58:39,389","4,29410",海淀,101010200,3°C,晴,95,PM2.5
"2024-02-11 11:58:41,798","4,30391",海淀,101010200,10°C,晴,72,PM2.5
"2024-02-11 12:58:44,883","4,31328",海淀,101010200,10°C,晴,59,PM2.5
"2024-02-11 13:58:53,550","4,32318",海淀,101010200,10°C,晴,63,PM2.5
"2024-02-11 14:59:03,983","4,33342",海淀,101010200,11°C,晴,68,PM2.5
"2024-02-11 15:59:07,700","4,34406",海淀,101010200,11°C,晴,62,PM2.5
"2024-02-11 16:59:08,990","4,35511",海淀,101010200,9°C,晴,55,PM2.5
"2024-02-11 17:59:10,198","4,36570",海淀,101010200,7°C,晴,63,PM2.5
"2024-02-11 18:59:13,109","4,37652",海淀,101010200,3°C,多云,70,PM2.5
"2024-02-11 19:59:17,678","4,38733",海淀,101010200,1°C,晴,74,PM2.5
"2024-02-11 20:59:19,723","4,39763",海淀,101010200,0°C,晴,78,PM2.5
"2024-02-11 21:59:22,338","4,40759",海淀,101010200,-1°C,晴,78,PM2.5
"2024-02-11 22:59:26,693","4,41775",海淀,101010200,-2°C,晴,83,PM2.5
"2024-02-11 23:59:28,353","4,42807",海淀,101010200,-2°C,晴,85,PM2.5
"2024-02-12 00:59:31,077","4,43831",海淀,101010200,0°C,晴,78,PM2.5
"2024-02-12 01:59:32,501","4,44807",海淀,101010200,-1°C,晴,70,PM2.5
"2024-02-12 02:59:38,980","4,45820",海淀,101010200,0°C,晴,68,PM2.5
"2024-02-12 03:59:41,598","4,46792",海淀,101010200,0°C,晴,68,PM2.5
"2024-02-12 04:59:45,412","4,47762",海淀,101010200,0°C,晴,67,PM2.5
"2024-02-12 05:59:48,397","4,48787",海淀,101010200,0°C,晴,59,PM2.5
"2024-02-12 06:59:49,687","4,49803",海淀,101010200,-1°C,晴,58,PM2.5
"2024-02-12 07:59:51,491","4,50823",海淀,101010200,-1°C,晴,64,PM2.5
"2024-02-12 08:59:57,394","4,51845",海淀,101010200,0°C,晴,68,PM2.5
"2024-02-12 10:00:02,804","4,52842",海淀,101010200,3°C,晴,72,PM2.5
"2024-02-12 11:00:04,588","4,53841",海淀,101010200,5°C,晴,87,PM2.5
"2024-02-12 12:00:11,403","4,54819",海淀,101010200,7°C,晴,95,PM2.5
"2024-02-12 13:00:17,796","4,55793",海淀,101010200,9°C,晴,122,PM2.5
"2024-02-12 14:00:21,600","4,56798",海淀,101010200,11°C,晴,134,PM2.5
"2024-02-12 15:00:31,952","4,57840",海淀,101010200,11°C,晴,128,PM2.5
"2024-02-12 16:00:37,283","4,58933",海淀,101010200,11°C,晴,130,PM2.5
"2024-02-12 17:00:39,893","4,59941",海淀,101010200,11°C,晴,129,PM2.5
"2024-02-12 18:00:42,144","5,1008",海淀,101010200,11°C,晴,130,PM2.5
"2024-02-12 19:00:44,247","5,2077",海淀,101010200,4°C,晴,132,PM2.5
"2024-02-12 20:00:48,148","5,3078",海淀,101010200,3°C,晴,132,PM2.5
"2024-02-12 21:00:58,162","5,4079",海淀,101010200,1°C,晴,130,PM2.5
"2024-02-12 22:01:02,629","5,5175",海淀,101010200,0°C,晴,135,PM2.5
"2024-02-12 23:01:04,951","5,6219",海淀,101010200,0°C,晴,140,PM2.5
"2024-02-13 00:01:09,521","5,7264",海淀,101010200,2°C,晴,138,PM2.5
"2024-02-13 01:01:14,769","5,8256",海淀,101010200,2°C,晴,125,PM2.5
"2024-02-13 02:01:22,514","5,9254",海淀,101010200,1°C,晴,124,PM2.5
"2024-02-13 03:01:29,924","5,10388",海淀,101010200,0°C,晴,128,PM2.5
"2024-02-13 04:01:34,787","5,11457",海淀,101010200,-2°C,晴,129,PM2.5
"2024-02-13 05:01:37,694","5,12487",海淀,101010200,-2°C,晴,128,PM2.5
"2024-02-13 06:01:40,307","5,13567",海淀,101010200,-2°C,晴,123,PM2.5
"2024-02-13 07:01:44,659","5,14653",海淀,101010200,-1°C,晴,118,PM2.5
"2024-02-13 08:01:47,518","5,15716",海淀,101010200,-2°C,晴,115,PM2.5
"2024-02-13 09:01:49,352","5,16721",海淀,101010200,-1°C,晴,117,PM2.5
"2024-02-13 10:01:56,836","5,17725",海淀,101010200,0°C,晴,122,PM2.5
"2024-02-13 11:01:58,997","5,18757",海淀,101010200,8°C,晴,139,PM2.5
"2024-02-13 12:01:59,951","5,19734",海淀,101010200,10°C,晴,153,PM2.5
"2024-02-13 13:02:03,151","5,20768",海淀,101010200,12°C,晴,153,PM2.5
"2024-02-13 14:02:06,580","5,21751",海淀,101010200,14°C,晴,148,PM2.5
"2024-02-13 15:02:13,564","5,22794",海淀,101010200,15°C,晴,139,PM2.5
"2024-02-13 16:02:16,061","5,23794",海淀,101010200,14°C,晴,137,PM2.5
"2024-02-13 17:02:19,543","5,24777",海淀,101010200,14°C,晴,138,PM2.5
"2024-02-13 18:02:28,273","5,25782",海淀,101010200,10°C,晴,137,PM2.5
"2024-02-13 19:02:31,189","5,26737",海淀,101010200,6°C,阴,142,PM2.5
"2024-02-13 20:02:34,729","5,27738",海淀,101010200,4°C,阴,150,PM2.5
"2024-02-13 21:02:36,133","5,28746",海淀,101010200,3°C,多云,156,PM2.5
"2024-02-13 22:02:39,306","5,29782",海淀,101010200,2°C,多云,158,PM2.5
"2024-02-13 23:02:45,047","5,30864",海淀,101010200,1°C,晴,159,PM2.5
"2024-02-14 00:02:47,164","5,31920",海淀,101010200,2°C,晴,155,PM2.5
"2024-02-14 01:02:52,224","5,32971",海淀,101010200,1°C,霾,153,PM2.5
"2024-02-14 02:03:04,824","5,34000",海淀,101010200,0°C,霾,149,PM2.5
"2024-02-14 03:03:06,838","5,35053",海淀,101010200,2°C,阴,142,PM2.5
"2024-02-14 04:03:16,417","5,36068",海淀,101010200,1°C,晴,142,PM2.5
"2024-02-14 05:03:19,893","5,37126",海淀,101010200,1°C,晴,143,PM2.5
"2024-02-14 06:03:29,539","5,38145",海淀,101010200,3°C,阴,139,PM2.5
"2024-02-14 07:03:32,188","5,39252",海淀,101010200,2°C,晴,117,PM2.5
"2024-02-14 08:03:39,456","5,40279",海淀,101010200,9°C,阴,79,PM2.5
"2024-02-14 09:03:40,626","5,41296",海淀,101010200,9°C,多云,41,NA
"2024-02-14 10:03:46,762","5,42296",海淀,101010200,10°C,多云,32,NA
"2024-02-14 11:03:58,574","5,43321",海淀,101010200,10°C,晴,26,NA
"2024-02-14 12:04:00,592","5,44298",海淀,101010200,10°C,多云,24,NA
"2024-02-14 13:04:02,648","5,45320",海淀,101010200,10°C,多云,25,NA
"2024-02-14 14:04:09,082","5,46314",海淀,101010200,10°C,多云,27,NA
"2024-02-14 15:04:10,692","5,47345",海淀,101010200,9°C,多云,28,NA
"2024-02-14 16:04:16,095","5,48319",海淀,101010200,9°C,多云,27,NA
"2024-02-14 17:04:19,261","5,49321",海淀,101010200,9°C,多云,26,NA
"2024-02-14 18:04:21,885","5,50295",海淀,101010200,8°C,多云,25,NA
"2024-02-14 19:04:26,171","5,51274",海淀,101010200,6°C,阴,24,NA
"2024-02-14 20:04:31,766","5,52260",海淀,101010200,5°C,阴,23,NA
"2024-02-14 21:04:36,228","5,53254",海淀,101010200,4°C,阴,23,NA
"2024-02-14 22:04:42,624","5,54310",海淀,101010200,3°C,多云,23,NA
"2024-02-14 23:04:45,084","5,55368",海淀,101010200,4°C,多云,23,NA
"2024-02-15 00:04:46,770","5,56360",海淀,101010200,4°C,多云,22,NA
"2024-02-15 01:04:49,545","5,57388",海淀,101010200,4°C,多云,24,NA
"2024-02-15 02:04:51,513","5,58466",海淀,101010200,3°C,阴,24,NA
"2024-02-15 03:04:54,857","5,59524",海淀,101010200,-1°C,多云,23,NA
"2024-02-15 04:05:00,015","6,525",海淀,101010200,-2°C,多云,23,NA
"2024-02-15 05:05:01,857","6,1582",海淀,101010200,-3°C,多云,22,NA
"2024-02-15 06:05:03,320","6,2536",海淀,101010200,-3°C,多云,20,NA
"2024-02-15 07:05:05,899","6,3632",海淀,101010200,-3°C,晴,20,NA
"2024-02-15 08:05:07,476","6,4628",海淀,101010200,-3°C,晴,18,NA
"2024-02-15 09:05:18,275","6,5610",海淀,101010200,-1°C,晴,18,NA
"2024-02-15 10:05:33,498","6,6550",海淀,101010200,4°C,晴,19,NA
"2024-02-15 11:05:34,621","6,7466",海淀,101010200,6°C,晴,23,NA
"2024-02-15 12:05:42,548","6,8431",海淀,101010200,7°C,晴,24,NA
"2024-02-15 13:05:45,123","6,9407",海淀,101010200,8°C,晴,26,NA
"2024-02-15 14:05:48,572","6,10335",海淀,101010200,9°C,晴,26,NA
"2024-02-15 15:05:52,647","6,11288",海淀,101010200,9°C,晴,27,NA
"2024-02-15 16:05:56,698","6,12349",海淀,101010200,9°C,晴,26,NA
"2024-02-15 17:06:01,670","6,13376",海淀,101010200,8°C,晴,30,NA
"2024-02-15 18:06:02,814","6,14377",海淀,101010200,7°C,晴,35,NA
"2024-02-15 19:06:04,500","6,15398",海淀,101010200,6°C,晴,39,NA
2024-02-20 00:12:06.480656,"1,51657",海淀,101010200,-1°C,阴,22,NA
2024-02-20 01:12:08.777382,"1,52666",海淀,101010200,-1°C,多云,22,NA
2024-02-20 02:12:25.365690,"1,53602",海淀,101010200,-2°C,阴,22,NA
2024-02-20 03:12:27.299127,"1,54629",海淀,101010200,-2°C,多云,22,NA
2024-02-20 04:12:28.871388,"1,55644",海淀,101010200,-2°C,阴,22,NA
2024-02-20 05:12:38.833959,"1,56654",海淀,101010200,-2°C,阴,22,NA
2024-02-20 06:12:41.140928,"1,57686",海淀,101010200,-2°C,阴,23,NA
2024-02-20 07:12:44.130022,"1,58732",海淀,101010200,-3°C,阴,22,NA
2024-02-20 08:12:57.893512,"1,59736",海淀,101010200,-4°C,阴,21,NA
